Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"33.60000","2.80023","13587.87988"
"33.65000","2.80417","13587.66211"
"33.70000","2.80848","13593.63770"
"33.75000","2.81260","13604.12695"
"33.80000","2.81682","13610.88574"
"33.85000","2.82104","13617.10254"
"33.90000","2.82516","13622.18457"
"33.95000","2.82938","13627.03613"
"34.00000","2.83350","13632.54492"
"34.05000","2.83772","13637.78516"
"34.10000","2.84193","13642.68652"
"34.15000","2.84606","13648.08105"
"34.20000","2.85018","13653.52832"
"34.25000","2.85440","13659.06738"
"34.30000","2.85861","13664.07910"
"34.35000","2.86274","13669.41309"
"34.40000","2.86686","13674.83594"
"34.45000","2.87108","13678.93848"
"34.50000","2.87511","13683.97363"
"34.55000","2.87932","13689.77441"
"34.60000","2.88354","13696.39062"
"34.65000","2.88766","13706.27246"
"34.70000","2.89178","13703.75781"
"34.75000","2.89600","13708.65820"
"34.80000","2.90013","13713.61914"
"34.85000","2.90434","13718.11621"
"34.90000","2.90837","13721.49707"
"34.95000","2.91268","13726.83691"
"35.00000","2.91680","13732.69824"
"35.05000","2.92093","13736.67285"
"35.10000","2.92514","13742.12402"
"35.15000","2.92936","13745.33496"
"35.20000","2.93348","13752.11914"
"35.25000","2.93761","13757.82227"
"35.30000","2.94192","13759.38184"
"35.35000","2.94604","13764.46680"
"35.40000","2.95016","13769.73047"
"35.45000","2.95438","13773.13281"
"35.50000","2.95850","13776.30273"
"35.55000","2.96263","13780.98242"
"35.60000","2.96684","13784.89160"
"35.65000","2.97106","13786.94922"
"35.70000","2.97509","13786.82227"
"35.75000","2.97921","13795.57812"
"35.80000","2.98343","13802.27051"
"35.85000","2.98765","13807.19824"
"35.90000","2.99177","13811.55957"
"35.95000","2.99608","13815.85645"
"36.00000","3.00020","13818.81348"
"36.05000","3.00433","13822.81152"
"36.10000","3.00854","13826.60254"
