Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"30.30000","2.52520","13429.02930"
"30.35000","2.52933","13438.21484"
"30.40000","2.53354","13447.00293"
"30.45000","2.53767","13457.35352"
"30.50000","2.54179","13466.02930"
"30.55000","2.54601","13474.94727"
"30.60000","2.55013","13483.46484"
"30.65000","2.55435","13492.16895"
"30.70000","2.55847","13500.67969"
"30.75000","2.56259","13509.43262"
"30.80000","2.56681","13518.27832"
"30.85000","2.57103","13526.05859"
"30.90000","2.57515","13533.90918"
"30.95000","2.57927","13542.81641"
"31.00000","2.58349","13551.29297"
"31.05000","2.58761","13558.71094"
"31.10000","2.59174","13566.26758"
"31.15000","2.59605","13574.17871"
"31.20000","2.60017","13581.24316"
"31.25000","2.60439","13588.68750"
"31.30000","2.60842","13600.61914"
"31.35000","2.61263","13606.40723"
"31.40000","2.61676","13612.09863"
"31.45000","2.62088","13619.82031"
"31.50000","2.62519","13627.78516"
"31.55000","2.62931","13634.48047"
"31.60000","2.63344","13640.35449"
"31.65000","2.63765","13648.13770"
"31.70000","2.64187","13653.79590"
"31.75000","2.64599","13659.46387"
"31.80000","2.65012","13667.10938"
"31.85000","2.65433","13673.62695"
"31.90000","2.65855","13679.46875"
"31.95000","2.66267","13685.96582"
"32.00000","2.66689","13692.30469"
"32.05000","2.67111","13697.80762"
"32.10000","2.67523","13704.33398"
"32.15000","2.67935","13711.19727"
"32.20000","2.68357","13716.34277"
"32.25000","2.68769","13721.64453"
"32.30000","2.69182","13727.30762"
"32.35000","2.69603","13733.55859"
"32.40000","2.70016","13739.41797"
"32.45000","2.70428","13744.85645"
"32.50000","2.70849","13750.26562"
"32.55000","2.71262","13755.64160"
"32.60000","2.71674","13761.61914"
"32.65000","2.72096","13766.89258"
"32.70000","2.72517","13772.74414"
"32.75000","2.72930","13776.70898"
"32.80000","2.73342","13781.59180"
"32.85000","2.73764","13787.35156"
"32.90000","2.74176","13792.01074"
"32.95000","2.74598","13798.19629"
"33.00000","2.75010","13803.14648"
"33.05000","2.75432","13807.96289"
"33.10000","2.75844","13812.23633"
"33.15000","2.76266","13817.93945"
"33.20000","2.76687","13822.36328"
"33.25000","2.77100","13827.21777"
"33.30000","2.77512","13831.86719"
"33.35000","2.77934","13837.40723"
"33.40000","2.78346","13843.86426"
"33.45000","2.78768","13848.22559"
"33.50000","2.79180","13852.50586"
"33.55000","2.79602","13857.06250"
"33.60000","2.80014","13861.41602"
"33.65000","2.80426","13866.37695"
"33.70000","2.80857","13871.16602"
"33.75000","2.81270","13876.36914"
"33.80000","2.81682","13879.58691"
"33.85000","2.82104","13882.94238"
"33.90000","2.82525","13886.22070"
"33.95000","2.82938","13890.82812"
"34.00000","2.83350","13895.96289"
"34.05000","2.83772","13900.21875"
"34.10000","2.84184","13904.11230"
"34.15000","2.84596","13909.09570"
"34.20000","2.85018","13913.29199"
"34.25000","2.85430","13916.80371"
"34.30000","2.85843","13921.05664"
"34.35000","2.86264","13924.79102"
"34.40000","2.86686","13928.69922"
"34.45000","2.87089","13932.77246"
"34.50000","2.87511","13937.91992"
"34.55000","2.87932","13941.63672"
"34.60000","2.88345","13945.17285"
"34.65000","2.88757","13949.48242"
"34.70000","2.89188","13953.60645"
"34.75000","2.89600","13957.29785"
"34.80000","2.90013","13960.85938"
"34.85000","2.90434","13964.71582"
"34.90000","2.90846","13967.73438"
"34.95000","2.91268","13971.70703"
"35.00000","2.91680","13977.05957"
"35.05000","2.92102","13980.01953"
"35.10000","2.92514","13982.95117"
"35.15000","2.92936","13987.42090"
"35.20000","2.93358","13990.77930"
"35.25000","2.93770","13994.65625"
"35.30000","2.94182","13998.83203"
"35.35000","2.94604","14005.89160"
"35.40000","2.95016","14007.29102"
"35.45000","2.95429","14009.07617"
"35.50000","2.95850","14013.38477"
"35.55000","2.96263","14017.61914"
"35.60000","2.96684","14020.78223"
"35.65000","2.97097","14024.25879"
"35.70000","2.97518","14028.86230"
"35.75000","2.97931","14030.90234"
"35.80000","2.98352","14034.59766"
"35.85000","2.98765","14038.04102"
"35.90000","2.99186","14041.11719"
"35.95000","2.99599","14044.14648"
"36.00000","3.00020","14048.05469"
"36.05000","3.00442","14051.60449"
"36.10000","3.00854","14055.08496"
"36.15000","3.01267","14058.78516"
"36.20000","3.01688","14062.78320"
"36.25000","3.02101","14065.80957"
"36.30000","3.02513","14068.84375"
"36.35000","3.02935","14072.67480"
"36.40000","3.03356","14075.69922"
"36.45000","3.03769","14078.32812"
"36.50000","3.04181","14081.14258"
"36.55000","3.04603","14084.68750"
"36.60000","3.05015","14088.64062"
"36.65000","3.05427","14091.61426"
"36.70000","3.05849","14095.47949"
"36.75000","3.06261","14098.01855"
"36.80000","3.06683","14100.81836"
"36.85000","3.07095","14104.21387"
"36.90000","3.07517","14107.72949"
"36.95000","3.07929","14111.05664"
"37.00000","3.08351","14114.70898"
"37.05000","3.08763","14116.85352"
"37.10000","3.09185","14118.99902"
"37.15000","3.09597","14123.78516"
"37.20000","3.10019","14127.13867"
"37.25000","3.10431","14129.51758"
"37.30000","3.10843","14132.60742"
"37.35000","3.11265","14136.07715"
"37.40000","3.11677","14140.84180"
"37.45000","3.12099","14144.15234"
"37.50000","3.12511","14146.78809"
"37.55000","3.12924","14148.54980"
"37.60000","3.13345","14151.95508"
"37.65000","3.13758","14155.42188"
"37.70000","3.14179","14158.50391"
