Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"20.05000","1.67107","9497.65039"
"20.10000","1.67519","9533.58594"
"20.15000","1.67941","9569.61816"
"20.20000","1.68363","9605.99805"
"20.25000","1.68766","9643.26367"
"20.30000","1.69187","9678.93164"
"20.35000","1.69609","9714.83398"
"20.40000","1.70021","9749.16992"
"20.45000","1.70443","9786.91309"
"20.50000","1.70855","9823.24219"
"20.55000","1.71268","9861.04785"
"20.60000","1.71680","9898.47461"
"20.65000","1.72101","9933.80273"
"20.70000","1.72514","9971.00977"
"20.75000","1.72926","10008.38574"
"20.80000","1.73348","10043.31738"
"20.85000","1.73769","10080.17383"
"20.90000","1.74182","10117.99414"
"20.95000","1.74603","10152.68359"
"21.00000","1.75025","10189.61621"
"21.05000","1.75437","10227.62988"
"21.10000","1.75850","10264.84180"
"21.15000","1.76271","10301.37598"
"21.20000","1.76693","10339.34668"
"21.25000","1.77105","10377.02148"
"21.30000","1.77527","10413.72754"
"21.35000","1.77939","10450.66309"
"21.40000","1.78352","10488.57617"
"21.45000","1.78773","10523.82129"
"21.50000","1.79186","10560.47461"
"21.55000","1.79598","10599.59668"
"21.60000","1.80020","10637.80566"
"21.65000","1.80441","10675.00879"
"21.70000","1.80854","10713.08301"
"21.75000","1.81266","10750.81055"
"21.80000","1.81678","10788.82617"
"21.85000","1.82100","10826.19531"
"21.90000","1.82512","10864.01660"
"21.95000","1.82934","10901.03906"
"22.00000","1.83356","10937.55176"
"22.05000","1.83768","10977.15723"
"22.10000","1.84180","11016.01562"
"22.15000","1.84602","11053.21875"
"22.20000","1.85024","11092.49316"
"22.25000","1.85436","11130.66992"
"22.30000","1.85858","11168.36523"
"22.35000","1.86270","11207.12500"
"22.40000","1.86692","11245.28223"
"22.45000","1.87104","11282.29102"
"22.50000","1.87526","11316.76660"
"22.55000","1.87938","11355.43848"
"22.60000","1.88350","11394.90430"
"22.65000","1.88772","11432.48340"
"22.70000","1.89184","11469.85840"
"22.75000","1.89597","11509.06543"
"22.80000","1.90009","11547.72754"
"22.85000","1.90431","11585.62305"
"22.90000","1.90852","11624.21973"
"22.95000","1.91265","11662.35352"
"23.00000","1.91686","11698.47949"
"23.05000","1.92108","11736.03418"
"23.10000","1.92520","11775.26758"
"23.15000","1.92942","11813.35840"
"23.20000","1.93364","11850.60840"
"23.25000","1.93776","11889.71387"
"23.30000","1.94188","11929.05469"
