Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"76.45000","6.37102","28670.44531"
"76.50000","6.37505","28659.53711"
"76.55000","6.37936","28647.42188"
"76.60000","6.38348","28635.46094"
"76.65000","6.38770","28623.97656"
"76.70000","6.39182","28612.65625"
"76.75000","6.39604","28599.29883"
"76.80000","6.40016","28587.17188"
"76.85000","6.40428","28576.14062"
"76.90000","6.40850","28564.05469"
"76.95000","6.41262","28552.83984"
"77.00000","6.41675","28541.87109"
"77.05000","6.42096","28529.23828"
"77.10000","6.42509","28516.44727"
"77.15000","6.42921","28504.51562"
"77.20000","6.43342","28493.18945"
"77.25000","6.43764","28479.82617"
"77.30000","6.44176","28468.71094"
"77.35000","6.44589","28457.54688"
"77.40000","6.45011","28445.80664"
"77.45000","6.45432","28432.92969"
"77.50000","6.45845","28420.18945"
"77.55000","6.46257","28407.88672"
"77.60000","6.46678","28394.27539"
"77.65000","6.47091","28381.14258"
"77.70000","6.47512","28369.01758"
"77.75000","6.47934","28356.59961"
"77.80000","6.48346","28343.02148"
"77.85000","6.48759","28329.49219"
"77.90000","6.49180","28318.22852"
"77.95000","6.49593","28303.14258"
"78.00000","6.50005","28290.96289"
"78.05000","6.50427","28278.89844"
"78.10000","6.50839","28265.27344"
"78.15000","6.51261","28252.44336"
"78.20000","6.51673","28239.69336"
"78.25000","6.52095","28226.47656"
"78.30000","6.52507","28212.59180"
"78.35000","6.52919","28199.48242"
"78.40000","6.53341","28186.30078"
"78.45000","6.53763","28173.00195"
"78.50000","6.54175","28159.46875"
"78.55000","6.54587","28146.37109"
"78.60000","6.55009","28132.00000"
"78.65000","6.55431","28117.64844"
"78.70000","6.55843","28104.24609"
"78.75000","6.56265","28090.55664"
"78.80000","6.56686","28074.59766"
"78.85000","6.57099","28060.42969"
"78.90000","6.57511","28047.00195"
"78.95000","6.57933","28033.02148"
"79.00000","6.58345","28018.81055"
"79.05000","6.58757","28004.29688"
"79.10000","6.59179","27989.02930"
"79.15000","6.59591","27974.09570"
"79.20000","6.60003","27961.43555"
"79.25000","6.60435","27946.54688"
"79.30000","6.60847","27931.49414"
"79.35000","6.61259","27916.38672"
"79.40000","6.61671","27902.09375"
"79.45000","6.62093","27887.17773"
"79.50000","6.62505","27871.80859"
"79.55000","6.62927","27856.75781"
"79.60000","6.63339","27841.65430"
"79.65000","6.63761","27825.68555"
"79.70000","6.64174","27811.95312"
"79.75000","6.64595","27797.12695"
"79.80000","6.65007","27780.79297"
"79.85000","6.65429","27763.64648"
"79.90000","6.65841","27748.25391"
"79.95000","6.66263","27732.39258"
"80.00000","6.66675","27715.57227"
"80.05000","6.67088","27700.94336"
"80.10000","6.67509","27685.16016"
"80.15000","6.67931","27669.67969"
"80.20000","6.68343","27654.79297"
"80.25000","6.68765","27638.59375"
"80.30000","6.69177","27621.79102"
"80.35000","6.69599","27604.25586"
"80.40000","6.70011","27588.26562"
"80.45000","6.70433","27570.93555"
"80.50000","6.70855","27552.95117"
"80.55000","6.71258","27536.50000"
"80.60000","6.71689","27519.29492"
"80.65000","6.72101","27501.89844"
"80.70000","6.72513","27485.30469"
"80.75000","6.72935","27468.45117"
"80.80000","6.73357","27450.04297"
"80.85000","6.73769","27432.04297"
"80.90000","6.74181","27415.06445"
"80.95000","6.74603","27396.10156"
"81.00000","6.75015","27377.73633"
"81.05000","6.75428","27359.53320"
"81.10000","6.75840","27340.92383"
"81.15000","6.76262","27322.66797"
"81.20000","6.76674","27304.52734"
"81.25000","6.77086","27287.05469"
"81.30000","6.77508","27267.79297"
"81.35000","6.77920","27248.77930"
"81.40000","6.78342","27230.47461"
"81.45000","6.78764","27210.48047"
"81.50000","6.79176","27189.52930"
"81.55000","6.79588","27170.53320"
"81.60000","6.80010","27150.54102"
"81.65000","6.80432","27129.08984"
"81.70000","6.80844","27109.73242"
"81.75000","6.81256","27089.16602"
"81.80000","6.81687","27065.35742"
"81.85000","6.82100","27036.50977"
"81.90000","6.82512","27006.25000"
"81.95000","6.82943","26944.61328"
"81.97800","6.83065","15094.23145"
